Plant;
SN of Inverter;
Time;Power(W)
29/03/2025 7.53;511
29/03/2025 7.54;522
29/03/2025 7.55;526
29/03/2025 7.56;547
29/03/2025 7.57;548
29/03/2025 7.58;559
29/03/2025 7.59;570
29/03/2025 8.00;570
29/03/2025 8.01;588
29/03/2025 8.02;595
29/03/2025 8.03;606
29/03/2025 8.04;607
29/03/2025 8.05;619
29/03/2025 8.06;630
29/03/2025 8.07;639
29/03/2025 8.08;647
29/03/2025 8.09;652
29/03/2025 8.10;661
29/03/2025 8.11;671
29/03/2025 8.12;686
29/03/2025 8.13;697
29/03/2025 8.14;712
29/03/2025 8.15;715
29/03/2025 8.16;721
29/03/2025 8.17;727
29/03/2025 8.18;740
29/03/2025 8.19;752
29/03/2025 8.20;766
29/03/2025 8.21;766
29/03/2025 8.22;798
29/03/2025 8.23;820
29/03/2025 8.24;869
29/03/2025 8.25;901
29/03/2025 8.26;930
29/03/2025 8.27;943
29/03/2025 8.28;955
29/03/2025 8.29;991
29/03/2025 8.30;1069
29/03/2025 8.31;1103
29/03/2025 8.32;1220
29/03/2025 8.33;1369
29/03/2025 8.34;1410
29/03/2025 8.35;1453
29/03/2025 8.36;1472
29/03/2025 8.37;1512
29/03/2025 8.38;1556
29/03/2025 8.39;1570
29/03/2025 8.40;1608
29/03/2025 8.41;1643
29/03/2025 8.42;1678
29/03/2025 8.43;1735
29/03/2025 8.44;1779
29/03/2025 8.45;1793
29/03/2025 8.46;1837
29/03/2025 8.47;1858
29/03/2025 8.48;1893
29/03/2025 8.49;1914
29/03/2025 8.50;1907
29/03/2025 8.51;1968
29/03/2025 8.52;2028
29/03/2025 8.53;2007
29/03/2025 8.54;2044
29/03/2025 8.55;1993
29/03/2025 8.56;2095
29/03/2025 8.57;2126
29/03/2025 8.58;2154
29/03/2025 8.59;2199
29/03/2025 9.00;2273
29/03/2025 9.01;2357
29/03/2025 9.02;2284
29/03/2025 9.03;2348
29/03/2025 9.04;2179
29/03/2025 9.05;2451
29/03/2025 9.06;2368
29/03/2025 9.07;2451
29/03/2025 9.08;2475
29/03/2025 9.09;2489
29/03/2025 9.10;2599
29/03/2025 9.11;2675
29/03/2025 9.12;2650
29/03/2025 9.13;2688
29/03/2025 9.14;2786
29/03/2025 9.15;2785
29/03/2025 9.16;2751
29/03/2025 9.17;2874
